id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_EA,score_ChatGPT_EA
147,21,88,"Visas in the desert kingdom, endowed with rich bedouin heritage and archaeological sites, are currently restricted to expat workers, their dependents and Muslim pilgrims travelling to holy sites in Mecca and Medina.","Die Erteilung von Visa im Wüstenkönigreich, ausgestattet mit einem reichen Beduinenerbe und archäologischen Stätten, ist derzeit auf Expatriates und ihre Angehörigen sowie auf muslimische Pilger beschränkt, die zu den heiligen Stätten in Mekka und Medina pilgern.",Online-A.1574,"Visa im Wüstenreich, das mit reichem Beduinenerbe und archäologischen Stätten ausgestattet ist, sind derzeit auf Expat-Arbeiter, ihre Angehörigen und muslimischen Pilger beschränkt, die zu heiligen Stätten in Mekka und Medina reisen.",-1.0,-14,-13
148,22,130,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.","Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Öleinrichtungen kritisiert und den führenden Politikern der Welt anlässlich der UN- Generalversammlung am Dienstag gesagt, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",Tohoku-AIP-NTT.890,"Präsident Donald Trump kritisierte die angebliche Rolle des Iran bei den Angriffen auf saudische Ölanlagen und sagte den Staats- und Regierungschefs der Welt bei der UN-Generalversammlung am Dienstag, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",-0.333333,-14,0
149,22,130,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.","Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Öleinrichtungen kritisiert und den führenden Politikern der Welt anlässlich der UN- Generalversammlung am Dienstag gesagt, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",OPPO.1535,"Präsident Donald Trump kritisierte die angebliche Rolle des Iran bei den Angriffen auf saudische Ölanlagen und sagte den Staats- und Regierungschefs der Welt auf der UN-Generalversammlung am Dienstag, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",-0.333333,-14,-2
150,22,130,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.","Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Öleinrichtungen kritisiert und den führenden Politikern der Welt anlässlich der UN- Generalversammlung am Dienstag gesagt, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",eTranslation.737,"Präsident Donald Trump verurteilte die angebliche Rolle des Iran bei den Angriffen auf saudische Ölanlagen und sagte den Staats- und Regierungschefs der Welt bei der UN-Vollversammlung am Dienstag, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",-0.333333,-15,-2
151,22,130,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.","Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Öleinrichtungen kritisiert und den führenden Politikern der Welt anlässlich der UN- Generalversammlung am Dienstag gesagt, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",Tencent_Translation.1520,"Präsident Donald Trump schlug die angebliche Rolle des Iran bei den Angriffen auf saudische Ölanlagen zu und sagte den Staats- und Regierungschefs der Welt auf der UN-Generalversammlung am Dienstag, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",-1.333333,-14,-10
152,22,130,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.","Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Öleinrichtungen kritisiert und den führenden Politikern der Welt anlässlich der UN- Generalversammlung am Dienstag gesagt, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",Huoshan_Translate.832,"Präsident Donald Trump kritisierte die angebliche Rolle des Iran bei den Angriffen auf saudische Ölanlagen und sagte den Staats- und Regierungschefs der Welt bei der UN-Generalversammlung am Dienstag, dass sie Teheran zu diplomatischen Gesprächen unter Druck setzen sollten.",-0.666667,-15,0
153,22,130,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.","Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Öleinrichtungen kritisiert und den führenden Politikern der Welt anlässlich der UN- Generalversammlung am Dienstag gesagt, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",Online-B.1590,"Präsident Donald Trump kritisierte die angebliche Rolle des Iran bei den Angriffen auf saudische Ölfazilitäten und sagte den führenden Politikern der Welt auf der Generalversammlung der Vereinigten Staaten am Dienstag, sie sollten Teheran zu diplomatischen Gesprächen zwingen.",-3.0,-14,-12
154,22,130,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.","Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Öleinrichtungen kritisiert und den führenden Politikern der Welt anlässlich der UN- Generalversammlung am Dienstag gesagt, dass sie Teheran zu diplomatischen Gesprächen drängen sollten.",Online-A.1574,"Präsident Donald Trump hat die angebliche Rolle des Iran bei den Angriffen auf saudische Ölanlagen zurechtgeredet und die Staats- und Regierungschefs der Welt bei der UN-Vollversammlung am Dienstag aufgefordert, Teheran zu diplomatischen Gesprächen unter Druck zu setzen.",-1.0,-13,-8
155,23,214,"The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess"" toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.","Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.",Tohoku-AIP-NTT.890,"Die Schnappschüsse schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen der Herzogin und ihren Fußbogen küsste und lutschte, und insbesondere Prinz Philip soll die stärkste Reaktion auf die skandalösen Eskapaden ihrer Schwiegertochter gehabt haben.",-3.666667,-14,-14
156,23,214,"The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess"" toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.","Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.",OPPO.1535,"Die Schnappschüsse schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußbogen der Herzogin küsste und saugte, und insbesondere Prinz Philip soll die stärkste Reaktion auf die skandalösen Possen ihrer Schwiegertochter gehabt haben.",-5.666667,-15,-13
157,23,214,"The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess"" toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.","Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.",eTranslation.737,"Die Schnappschüsse schienen den texanischen Millionär John Bryan zu zeigen, der die Zehen und den Fußbogen der Herzogin küsste und lutschte, und Prinz Philip im Besonderen soll die stärkste Reaktion auf die skandalösen Possen ihrer Schwiegertochter gehabt haben.",-4.333333,-15,-3
158,23,214,"The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess"" toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.","Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.",Tencent_Translation.1520,"Die Schnappschüsse schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen der Herzogin und den Fußbogen küsste und saugte, und insbesondere Prinz Philip soll die stärkste Reaktion auf die skandalösen Possen ihrer Schwiegertochter gehabt haben.",-5.666667,-15,-13
159,23,214,"The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess"" toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.","Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.",Huoshan_Translate.832,"Die Schnappschüsse zeigten, wie der texanische Millionär John Bryan die Zehen und den Fußbogen der Herzogin küsste und saugte, und insbesondere Prinz Philip soll die stärkste Reaktion auf die skandalösen Possen ihrer Schwiegertochter gehabt haben.",-5.0,-14,-14
160,23,214,"The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess"" toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.","Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.",Online-B.1590,"Die Schnappschüsse schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen der Herzogin und den Fußgewölbe küsste und saugte, und insbesondere Prinz Philip soll am stärksten auf die skandalösen Possen ihrer Schwiegertochter reagiert haben.",-9.0,-15,-12
161,23,214,"The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess"" toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.","Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.",Online-A.1574,"Die Schnappschüsse zeigten den texanischen Millionär John Bryan, der die Zehen der Herzogin und den Bogen ihres Fußes küsste und saugt, und insbesondere Prinz Philip soll die stärkste Reaktion auf die skandalösen Ameisen ihrer Schwiegertochter gehabt haben.",-11.0,-15,-8
162,24,512,"""I don't care what else I've done in my life ― I won an Emmy, I won an Oscar, two Tonys ― but if I mess this up, this'll be the defining moment in my life,"" she told host Kimmel.","„Es ist mir egal, was ich zuvor in meinem Leben gemacht habe – ich habe einen Emmy, einen Oscar und zwei Tonys gewonnen – aber es wird über mein Leben entscheiden, wenn ich das hier vermassle“, sagte sie dem Moderator Kimmel.",Tohoku-AIP-NTT.890,"""Es ist mir egal, was ich sonst noch in meinem Leben getan habe - ich habe einen Emmy gewonnen, ich habe einen Oscar gewonnen, zwei Tonys - aber wenn ich das durcheinanderbringe, wird dies der entscheidende Moment in meinem Leben sein"", sagte sie dem Moderator Kimmel.",-2.266667,-13,0
163,24,512,"""I don't care what else I've done in my life ― I won an Emmy, I won an Oscar, two Tonys ― but if I mess this up, this'll be the defining moment in my life,"" she told host Kimmel.","„Es ist mir egal, was ich zuvor in meinem Leben gemacht habe – ich habe einen Emmy, einen Oscar und zwei Tonys gewonnen – aber es wird über mein Leben entscheiden, wenn ich das hier vermassle“, sagte sie dem Moderator Kimmel.",OPPO.1535,"„Es ist mir egal, was ich sonst noch in meinem Leben getan habe, ich habe einen Emmy gewonnen, ich habe einen Oscar gewonnen, zwei Tonys, aber wenn ich das durcheinander bringe, wird dies der entscheidende Moment in meinem Leben sein“, sagte sie Moderatorin Kimmel.",-4.0,-15,-12
