id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_standard,score_textdavinci003_EA_zeroshot,score_textdavinci003_EA,score_ChatGPT_standard,score_ChatGPT_EA_zeroshot,score_ChatGPT_EA
178,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",WeChat_AI.1525,"According to the plan, Wuhan publicly selects a number of professional diagnostic service agencies every year to conduct a survey on the needs of intelligent transformation for all industrial enterprises above the city's scale through the opening of columns, questionnaires and door-to-door filing.",-11.4,90,-2,-14,85.0,-14,-14
179,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",Tencent_Translation.1249,"According to the plan, Wuhan City publicly selects a number of professional diagnostic service institutions every year to conduct a survey of intelligent transformation needs for industrial enterprises of all sizes and above in the city by setting up columns, questionnaires and door-to-door filing.",-10.066667,90,-2,-15,90.0,-2,-15
180,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",OPPO.1422,"According to the plan, Wuhan City publicly selects a number of specialized diagnostic service institutions each year, and conducts an intelligent transformation needs survey for all industrial enterprises of scale and above in the city through the establishment of columns, questionnaires and door-to-door filing.",-5.133333,90,-2,-14,95.0,-12,-15
181,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",THUNLP.1498,"According to the plan, Wuhan publicly selects a number of specialized diagnostic service agencies each year to conduct an intelligent transformation needs survey for all industrial enterprises above the size of the city by opening columns, questionnaires and door-to-door reports.",-8.733333,90,-10,-15,85.0,-19,-14
182,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",DeepMind.381,"According to the plan, Wuhan publicly selects a number of specialized diagnostic service institutions every year to conduct a survey of intelligent transformation needs for all industrial enterprises above the size of the city through the opening of columns, questionnaires and door-to-door filings.",-8.733333,90,-10,-14,90.0,-23,-14
183,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",DiDi_NLP.401,"According to the plan, Wuhan City publicly selects a group of professional diagnostic service agencies every year, and conducts intelligent transformation demand surveys for all industrial enterprises above scale in the city by opening columns, questionnaire surveys, and door-to-door reports.",-8.4,95,-2,-14,80.0,-18,-9
184,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",Online-B.1605,"According to the plan, Wuhan City publicly selects a group of professional diagnostic service organizations every year, and conducts intelligent transformation demand surveys for all industrial enterprises above designated size in the city through the establishment of columns, questionnaire surveys, and door-to-door reports.",-5.4,95,-2,-14,95.0,-7,-13
185,24,487,研究人员推测，这些茶包释出大量塑料微粒的原因，可能是这些塑料茶袋与沸水接触，即使是“食用等级”塑料加热至40摄氏度以上时，也可能分解或渗出有毒物质。,"The researchers surmise that these tea bags release a large number of plastic particles possibly because after contact with the boiled water, these plastic bags, even “food-grade” plastic, may decompose or leach toxic substances after they are heated to above 40 Celsius degrees.",Huoshan_Translate.919,"Researchers speculate that the reason why these tea bags release a large amount of plastic particles may be that these plastic tea bags come into contact with boiling water. Even when the ""edible grade"" plastic is heated to more than 40 degrees Celsius, it may decompose or ooze toxic substances.",-7.433333,95,-2,-14,85.0,-3,-2
186,24,487,研究人员推测，这些茶包释出大量塑料微粒的原因，可能是这些塑料茶袋与沸水接触，即使是“食用等级”塑料加热至40摄氏度以上时，也可能分解或渗出有毒物质。,"The researchers surmise that these tea bags release a large number of plastic particles possibly because after contact with the boiled water, these plastic bags, even “food-grade” plastic, may decompose or leach toxic substances after they are heated to above 40 Celsius degrees.",WeChat_AI.1525,"Researchers speculate that the reason why these tea bags release a large number of plastic particles may be that these plastic tea bags come into contact with boiling water. Even when ""edible grade"" plastics are heated to more than 40 degrees Celsius, they may decompose or exude toxic substances.",-5.4,95,-2,-14,95.0,-1,-4
187,24,487,研究人员推测，这些茶包释出大量塑料微粒的原因，可能是这些塑料茶袋与沸水接触，即使是“食用等级”塑料加热至40摄氏度以上时，也可能分解或渗出有毒物质。,"The researchers surmise that these tea bags release a large number of plastic particles possibly because after contact with the boiled water, these plastic bags, even “food-grade” plastic, may decompose or leach toxic substances after they are heated to above 40 Celsius degrees.",Tencent_Translation.1249,"The researchers speculate that the reason why these tea bags release a large number of plastic particles may be that these plastic tea bags come into contact with boiling water. Even when ""edible grade"" plastic is heated to more than 40 degrees Celsius, it may break down or seep out toxic substances.",-6.766667,95,-1,-15,100.0,-2,-4
